make_model,body_type,price,vat,km,hp,type,previous_owners,warranty,paint_type,nr_of_doors,nr_of_seats,gearing_type,displacement,weight,drive_chain,fuel,emission_class,emission_label,gears,comb_consumption,inspection_new,age,cc_index,em_index,ex_index,ss_index,leather_
Opel Insignia,Sedans,12900,VAT deductible,17000,88.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,2000.0,1503.0,front,Diesel,Euro 6,4.0,6.0,5.265329883570504,No,3.0,7.0,5.0,3.0,9.0,0.0
Opel Insignia,Station wagon,12890,VAT deductible,90200,88.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1598.0,1701.0,front,Diesel,Euro 6,4.0,6.0,4.1,Yes,3.0,16.0,5.0,1.0,13.0,0.0
Opel Insignia,Sedans,12900,VAT deductible,96000,100.0,Used,1.0,warranty,Uni/basic,5.0,5.0,Manual,1598.0,1513.0,front,Diesel,Euro 6,4.0,6.0,3.9,No,2.0,22.0,8.0,2.0,18.0,1.0
Opel Insignia,Station wagon,12890,VAT deductible,69800,88.0,Used,1.0,No,Metallic,4.0,5.0,Manual,1598.0,1623.0,front,Diesel,Euro 6,4.0,6.0,4.1,Yes,3.0,14.0,6.0,1.0,12.0,0.0
Opel Insignia,Station wagon,12876,Unknown,82008,100.0,Used,2.0,No,Metallic,5.0,5.0,Manual,1598.0,1664.0,front,Diesel,Euro 6,4.0,6.0,3.9,No,3.0,16.0,7.0,4.0,13.0,0.0
Opel Insignia,Station wagon,12840,VAT deductible,77041,103.0,Used,1.0,No,Metallic,4.0,5.0,Manual,1364.0,1623.0,front,Benzine,Euro 6,4.0,6.0,5.6,No,3.0,11.0,5.0,1.0,12.0,0.0
Opel Insignia,Station wagon,13000,Unknown,134000,125.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,1956.0,1623.0,front,Diesel,Euro 5,4.0,6.0,4.3,No,3.0,11.0,6.0,2.0,10.0,0.0
Opel Insignia,Station wagon,13390,Unknown,90800,100.0,Used,2.0,No,Metallic,5.0,5.0,Manual,1598.0,1623.0,front,Diesel,Euro 6,4.0,6.0,4.1,Yes,3.0,19.0,7.0,4.0,18.0,0.0
Opel Insignia,Station wagon,13350,VAT deductible,158800,125.0,Used,2.0,No,Metallic,5.0,5.0,Manual,1956.0,1733.0,front,Diesel,Euro 6,4.0,6.0,4.5,No,3.0,26.0,8.0,9.0,23.0,0.0
Opel Insignia,Station wagon,13330,Unknown,66200,100.0,Used,2.0,No,Uni/basic,5.0,5.0,Manual,1598.0,1701.0,front,Diesel,Euro 6,4.0,6.0,3.9,No,3.0,19.0,7.0,5.0,23.0,0.0
Opel Insignia,Station wagon,13290,VAT deductible,57146,125.0,Used,1.0,warranty,Uni/basic,5.0,5.0,Manual,1956.0,2275.0,front,Diesel,Euro 6,4.0,6.0,4.5,No,3.0,15.0,6.0,2.0,15.0,0.0
Opel Insignia,Sedans,13000,VAT deductible,127024,100.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1513.0,front,Diesel,Euro 6,4.0,6.0,3.9,No,3.0,18.0,5.0,3.0,15.0,1.0
Opel Insignia,Sedans,12999,Unknown,99000,100.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1513.0,front,Diesel,Euro 6,4.0,6.0,3.0,No,2.0,18.0,5.0,3.0,16.0,0.0
Opel Insignia,Station wagon,12995,VAT deductible,65391,88.0,Used,1.0,No,Metallic,4.0,5.0,Manual,1598.0,1623.0,front,Diesel,Euro 6,4.0,6.0,4.3,Yes,3.0,15.0,5.0,3.0,10.0,0.0
Opel Insignia,Station wagon,12990,Unknown,96000,125.0,Used,1.0,No,Metallic,4.0,5.0,Manual,1956.0,1623.0,front,Diesel,Euro 6,4.0,6.0,4.5,No,3.0,16.0,5.0,2.0,13.0,0.0
Opel Insignia,Station wagon,12990,Unknown,91000,88.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1598.0,1664.0,front,Diesel,Euro 6,4.0,6.0,4.1,No,3.0,14.0,5.0,2.0,9.0,0.0
Opel Insignia,Station wagon,12990,VAT deductible,92683,101.0,Used,1.0,warranty,Uni/basic,5.0,5.0,Manual,1598.0,1623.0,front,Diesel,Euro 6,4.0,6.0,5.508175182481752,No,3.0,6.0,5.0,3.0,8.0,0.0
Opel Insignia,Station wagon,12990,VAT deductible,80000,100.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1600.0,1623.0,front,Diesel,Euro 6,4.0,6.0,4.0,Yes,2.0,14.0,3.0,4.0,8.0,1.0
Opel Insignia,Station wagon,12990,VAT deductible,111991,100.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1623.0,front,Diesel,Euro 6,4.0,6.0,3.9,Yes,2.0,21.0,5.0,5.0,20.0,0.0
Opel Insignia,Station wagon,12990,Unknown,58989,88.0,Used,1.0,warranty,Uni/basic,5.0,5.0,Manual,1598.0,1623.0,front,Diesel,Euro 6,4.0,6.0,4.1,No,3.0,5.0,2.0,2.0,6.0,0.0
Opel Insignia,Sedans,12490,Unknown,85653,100.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1613.0,front,Diesel,Euro 6,4.0,6.0,3.9,No,3.0,16.0,5.0,3.0,15.0,1.0
Opel Insignia,Sedans,12990,VAT deductible,84227,101.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1503.0,front,Diesel,Euro 6,1.0,6.0,3.0,No,3.0,18.0,5.0,3.0,16.0,0.0
Opel Insignia,Sedans,12990,VAT deductible,99000,100.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1613.0,front,Diesel,Euro 6,4.0,6.0,4.1,No,3.0,23.0,8.0,4.0,18.0,0.0
Opel Insignia,Station wagon,12490,VAT deductible,132911,125.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1956.0,1623.0,front,Diesel,Euro 6,4.0,6.0,4.5,Yes,3.0,16.0,6.0,3.0,13.0,1.0
Opel Insignia,Station wagon,12990,VAT deductible,136132,125.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1956.0,1733.0,front,Diesel,Euro 6,4.0,6.0,4.5,No,3.0,23.0,7.0,4.0,21.0,1.0
Opel Insignia,Station wagon,12980,VAT deductible,83112,103.0,Used,1.0,No,Metallic,4.0,5.0,Manual,1364.0,1623.0,front,Benzine,Euro 6,4.0,6.0,5.6,No,3.0,11.0,5.0,1.0,12.0,0.0
Opel Insignia,Station wagon,12490,VAT deductible,65295,100.0,Used,1.0,warranty,Uni/basic,5.0,5.0,Manual,1598.0,2280.0,front,Diesel,Euro 6,4.0,6.0,3.9,No,3.0,15.0,6.0,2.0,16.0,0.0
Opel Insignia,Station wagon,12480,VAT deductible,112218,100.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1623.0,front,Diesel,Euro 6,4.0,6.0,3.9,Yes,2.0,19.0,5.0,5.0,16.0,0.0
Opel Insignia,Station wagon,12450,Unknown,128980,125.0,Used,2.0,No,Metallic,4.0,5.0,Manual,1956.0,1623.0,front,Diesel,Euro 6,4.0,6.0,4.5,No,3.0,16.0,5.0,3.0,12.0,0.0
Opel Insignia,Station wagon,12480,VAT deductible,71130,100.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1598.0,1623.0,front,Diesel,Euro 6,4.0,6.0,3.9,Yes,3.0,10.0,1.0,2.0,13.0,0.0
Opel Insignia,Station wagon,12480,VAT deductible,136672,125.0,Used,1.0,No,Uni/basic,4.0,5.0,Manual,1956.0,1623.0,front,Diesel,Euro 6,4.0,6.0,5.508175182481752,No,3.0,14.0,2.0,3.0,12.0,1.0
Opel Insignia,Station wagon,12750,VAT deductible,75709,100.0,Used,1.0,No,Metallic,4.0,5.0,Manual,1598.0,1623.0,front,Diesel,Euro 6,4.0,6.0,5.4,No,3.0,17.0,6.0,4.0,12.0,0.0
Opel Insignia,Station wagon,12980,VAT deductible,98200,100.0,Used,1.0,No,Metallic,4.0,5.0,Manual,1598.0,1623.0,front,Diesel,Euro 6,4.0,6.0,5.508175182481752,Yes,3.0,24.0,6.0,3.0,16.0,1.0
Opel Insignia,Sedans,12450,VAT deductible,78000,100.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1543.0,front,Diesel,Euro 6,4.0,6.0,3.6,No,3.0,17.0,8.0,3.0,17.0,0.0
Opel Insignia,Station wagon,12450,VAT deductible,45000,103.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1364.0,1613.0,front,Benzine,Euro 6,4.0,6.0,5.6,No,3.0,7.0,1.0,1.0,11.0,0.0
Opel Insignia,Sedans,12450,VAT deductible,50000,103.0,Used,2.0,warranty,Metallic,5.0,5.0,Manual,1364.0,1503.0,front,Benzine,Euro 6,4.0,6.0,5.3,No,3.0,7.0,1.0,3.0,11.0,0.0
Opel Insignia,Sedans,12450,VAT deductible,50000,103.0,Used,2.0,warranty,Metallic,5.0,5.0,Manual,1364.0,1503.0,front,Benzine,Euro 6,4.0,6.0,5.3,No,3.0,7.0,1.0,3.0,11.0,0.0
Opel Insignia,Sedans,12450,VAT deductible,40000,103.0,Used,2.0,warranty,Metallic,5.0,5.0,Manual,1364.0,1503.0,front,Benzine,Euro 6,4.0,6.0,5.3,No,3.0,7.0,1.0,3.0,11.0,0.0
Opel Insignia,Sedans,12450,VAT deductible,40000,103.0,Used,2.0,warranty,Metallic,5.0,5.0,Manual,1364.0,1503.0,front,Benzine,Euro 6,4.0,6.0,5.3,No,3.0,7.0,1.0,3.0,11.0,0.0
Opel Insignia,Station wagon,12450,VAT deductible,45000,103.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1364.0,1613.0,front,Benzine,Euro 6,4.0,6.0,5.6,No,3.0,7.0,1.0,1.0,11.0,0.0
Opel Insignia,Station wagon,12450,VAT deductible,45000,103.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1364.0,1613.0,front,Benzine,Euro 6,4.0,6.0,5.6,No,3.0,7.0,1.0,1.0,11.0,0.0
Opel Insignia,Sedans,12450,VAT deductible,44000,103.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1364.0,1503.0,front,Benzine,Euro 6,4.0,6.0,5.3,No,3.0,7.0,1.0,3.0,11.0,0.0
Opel Insignia,Sedans,12450,VAT deductible,40000,103.0,Used,2.0,warranty,Metallic,5.0,5.0,Manual,1364.0,1503.0,front,Benzine,Euro 6,4.0,6.0,5.3,No,3.0,7.0,1.0,3.0,11.0,0.0
Opel Insignia,Sedans,12450,VAT deductible,50000,103.0,Used,2.0,warranty,Metallic,5.0,5.0,Manual,1364.0,1503.0,front,Benzine,Euro 6,4.0,6.0,5.3,No,3.0,7.0,1.0,3.0,11.0,0.0
Opel Insignia,Station wagon,12650,VAT deductible,89000,100.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1701.0,front,Diesel,Euro 6,4.0,6.0,4.1,No,3.0,10.0,2.0,2.0,12.0,0.0
Opel Insignia,Station wagon,12650,VAT deductible,89000,100.0,Used,1.0,warranty,Uni/basic,5.0,5.0,Manual,1598.0,2400.0,front,Diesel,Euro 6,4.0,6.0,4.1,No,3.0,7.0,1.0,2.0,10.0,0.0
Opel Insignia,Station wagon,12595,VAT deductible,68116,100.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1598.0,1623.0,front,Diesel,Euro 6,4.0,6.0,3.9,Yes,3.0,13.0,6.0,3.0,13.0,0.0
Opel Insignia,Station wagon,12650,VAT deductible,89000,100.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1701.0,front,Diesel,Euro 6,4.0,6.0,4.1,No,3.0,10.0,2.0,2.0,12.0,0.0
Opel Insignia,Station wagon,12599,VAT deductible,66069,100.0,Used,1.0,warranty,Uni/basic,5.0,5.0,Manual,1598.0,1701.0,front,Diesel,Euro 6,4.0,6.0,4.1,No,2.0,14.0,2.0,3.0,12.0,1.0
Opel Insignia,Sedans,12450,VAT deductible,44000,103.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1364.0,1503.0,front,Benzine,Euro 6,4.0,6.0,5.3,No,3.0,7.0,1.0,3.0,11.0,0.0
Opel Insignia,Station wagon,12650,VAT deductible,89000,100.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1701.0,front,Diesel,Euro 6,4.0,6.0,4.1,No,3.0,9.0,2.0,2.0,11.0,0.0
Opel Insignia,Station wagon,12580,VAT deductible,89716,88.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1598.0,1701.0,front,Diesel,Euro 6,4.0,6.0,4.1,Yes,3.0,15.0,5.0,1.0,13.0,0.0
Opel Insignia,Station wagon,12500,Unknown,60250,100.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1598.0,1701.0,front,Diesel,Euro 6,4.0,6.0,3.9,No,3.0,18.0,5.0,3.0,16.0,0.0
Opel Insignia,Station wagon,12500,Unknown,77161,88.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,1598.0,1664.0,front,Diesel,Euro 6,4.0,6.0,5.508175182481752,No,3.0,2.0,5.0,3.0,16.0,0.0
Opel Insignia,Other,12500,Unknown,84000,100.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1598.0,1571.0,front,Diesel,Euro 6,4.0,6.0,3.8,No,2.0,18.0,5.0,3.0,16.0,0.0
Opel Insignia,Station wagon,12500,VAT deductible,81822,100.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1598.0,1701.0,front,Diesel,Euro 6,4.0,6.0,3.9,No,2.0,21.0,7.0,2.0,16.0,1.0
Opel Insignia,Sedans,12500,Unknown,87000,100.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1598.0,1543.0,front,Diesel,Euro 6,4.0,6.0,3.6,No,3.0,17.0,6.0,4.0,12.0,0.0
Opel Insignia,Sedans,12500,VAT deductible,144000,100.0,Used,1.0,warranty,Uni/basic,5.0,5.0,Manual,1598.0,1513.0,front,Diesel,Euro 6,4.0,6.0,3.9,No,3.0,19.0,5.0,3.0,15.0,1.0
Opel Insignia,Sedans,12500,Unknown,125447,100.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,1598.0,1513.0,front,Diesel,Euro 6,4.0,6.0,3.9,No,2.0,10.0,4.0,1.0,14.0,0.0
Opel Insignia,Station wagon,12500,Unknown,89500,100.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,1598.0,1664.0,front,Diesel,Euro 6,4.0,6.0,3.9,Yes,3.0,16.0,7.0,4.0,14.0,0.0
Opel Insignia,Sedans,12500,Unknown,79990,88.0,Used,1.0,warranty,Metallic,4.0,5.0,Manual,1956.0,1538.0,front,Diesel,Euro 6,4.0,6.0,3.0,No,3.0,18.0,5.0,3.0,16.0,0.0
Opel Insignia,Station wagon,12499,VAT deductible,134500,125.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,1956.0,1733.0,front,Diesel,Euro 6d,4.0,6.0,4.5,Yes,3.0,28.0,9.0,8.0,27.0,1.0
Opel Insignia,Sedans,12499,Unknown,111000,125.0,Used,1.0,No,Metallic,4.0,5.0,Manual,1956.0,1503.0,front,Diesel,Euro 6,4.0,6.0,4.3,No,3.0,20.0,5.0,7.0,19.0,1.0
Opel Insignia,Station wagon,12400,VAT deductible,101000,100.0,Used,1.0,No,Metallic,4.0,5.0,Manual,1598.0,1623.0,front,Diesel,Euro 6,4.0,6.0,5.1,No,3.0,13.0,1.0,1.0,12.0,0.0
Opel Insignia,Station wagon,12400,Unknown,119000,100.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,1598.0,1623.0,front,Diesel,Euro 6,4.0,6.0,3.9,No,3.0,9.0,3.0,2.0,11.0,0.0
Opel Insignia,Station wagon,12400,Unknown,63800,88.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1956.0,1733.0,front,Diesel,Euro 5,4.0,6.0,3.9,No,3.0,8.0,1.0,1.0,10.0,0.0
Opel Insignia,Sedans,12450,VAT deductible,44000,103.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1364.0,1503.0,front,Benzine,Euro 6,4.0,6.0,5.3,No,3.0,7.0,1.0,3.0,11.0,0.0
Opel Insignia,Sedans,12300,VAT deductible,165000,88.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1598.0,1513.0,front,Diesel,Euro 6,4.0,6.0,3.9,No,3.0,15.0,5.0,1.0,14.0,0.0
Opel Insignia,Sedans,12490,VAT deductible,145000,100.0,Used,1.0,warranty,Uni/basic,5.0,5.0,Manual,1600.0,1503.0,front,Diesel,Euro 6,4.0,6.0,5.265329883570504,No,2.0,10.0,1.0,2.0,6.0,0.0
Opel Insignia,Station wagon,12000,Unknown,115000,100.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,1598.0,1623.0,front,Diesel,Euro 6,4.0,6.0,3.9,No,3.0,9.0,3.0,2.0,11.0,0.0
Opel Insignia,Station wagon,12300,VAT deductible,120810,125.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1956.0,1733.0,front,Diesel,Euro 6,4.0,6.0,4.7,No,3.0,22.0,5.0,4.0,17.0,0.0
Opel Insignia,Sedans,12000,VAT deductible,72000,100.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,1598.0,1513.0,front,Diesel,Euro 6,4.0,6.0,3.8,No,3.0,13.0,4.0,1.0,12.0,0.0
Opel Insignia,Sedans,12000,Unknown,116000,88.0,Used,3.0,No,Uni/basic,4.0,5.0,Manual,1598.0,1596.0,front,Diesel,Euro 6,4.0,6.0,3.9,No,3.0,11.0,5.0,3.0,14.0,0.0
Opel Insignia,Sedans,11995,Unknown,92856,100.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,1598.0,1513.0,front,Diesel,Euro 6,4.0,6.0,3.8,No,2.0,9.0,3.0,1.0,11.0,0.0
Opel Insignia,Sedans,11999,Unknown,107000,100.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1513.0,front,Diesel,Euro 6,4.0,6.0,3.0,No,2.0,18.0,5.0,3.0,16.0,0.0
Opel Insignia,Sedans,11999,Unknown,91176,100.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1441.0,front,Diesel,Euro 6,4.0,6.0,4.0,No,2.0,18.0,5.0,3.0,16.0,0.0
Opel Insignia,Sedans,11995,Unknown,92960,100.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,1598.0,1513.0,front,Diesel,Euro 6,4.0,6.0,3.8,No,2.0,9.0,3.0,1.0,11.0,0.0
Opel Insignia,Sedans,11990,VAT deductible,80000,88.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,1598.0,1513.0,front,Diesel,Euro 6,4.0,6.0,3.9,No,3.0,14.0,4.0,1.0,12.0,0.0
Opel Insignia,Sedans,11990,VAT deductible,60000,88.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,1598.0,1513.0,front,Diesel,Euro 6,4.0,6.0,3.9,No,2.0,9.0,3.0,1.0,11.0,0.0
Opel Insignia,Station wagon,11999,VAT deductible,85000,88.0,Used,1.0,No,Metallic,4.0,5.0,Manual,1598.0,1623.0,front,Diesel,Euro 6,4.0,6.0,4.1,Yes,3.0,18.0,6.0,3.0,13.0,0.0
Opel Insignia,Sedans,11950,VAT deductible,45000,103.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1364.0,1503.0,front,Benzine,Euro 6,4.0,6.0,5.3,No,3.0,7.0,1.0,3.0,11.0,0.0
Opel Insignia,Station wagon,11980,VAT deductible,165435,125.0,Used,1.0,No,Metallic,4.0,5.0,Manual,1956.0,1623.0,4WD,Diesel,Euro 6,4.0,6.0,5.508175182481752,No,3.0,13.0,3.0,4.0,11.0,1.0
Opel Insignia,Station wagon,11980,VAT deductible,146645,125.0,Used,1.0,No,Uni/basic,4.0,5.0,Manual,1956.0,1623.0,front,Diesel,Euro 6,4.0,6.0,5.508175182481752,No,3.0,17.0,2.0,3.0,12.0,1.0
Opel Insignia,Sedans,11990,VAT deductible,85590,100.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1598.0,1503.0,front,Diesel,Euro 6,4.0,6.0,5.265329883570504,No,3.0,11.0,1.0,1.0,8.0,0.0
Opel Insignia,Other,11950,VAT deductible,91223,100.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1600.0,1503.0,front,Diesel,Euro 6,4.0,6.0,4.363157894736841,No,2.0,5.0,5.0,1.0,9.0,0.0
Opel Insignia,Station wagon,11980,Unknown,89982,195.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,1956.0,1623.0,front,Diesel,Euro 6,4.0,6.0,4.9,No,1.0,16.0,8.0,2.0,16.0,0.0
Opel Insignia,Sedans,11970,VAT deductible,89042,100.0,Used,1.0,No,Uni/basic,4.0,5.0,Manual,1598.0,1503.0,front,Diesel,Euro 6,4.0,6.0,5.265329883570504,Yes,3.0,13.0,1.0,1.0,12.0,0.0
Opel Insignia,Sedans,11950,VAT deductible,45000,103.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1364.0,1503.0,front,Benzine,Euro 6,4.0,6.0,5.3,No,3.0,7.0,1.0,3.0,11.0,0.0
Opel Insignia,Sedans,11950,VAT deductible,57000,103.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1364.0,1503.0,front,Benzine,Euro 6,4.0,6.0,5.3,No,3.0,7.0,1.0,3.0,11.0,0.0
Opel Insignia,Sedans,11950,VAT deductible,57000,103.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1364.0,1503.0,front,Benzine,Euro 6,4.0,6.0,5.3,No,3.0,7.0,1.0,3.0,11.0,0.0
Opel Insignia,Sedans,11950,VAT deductible,57000,103.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1364.0,1503.0,front,Benzine,Euro 6,4.0,6.0,5.3,No,3.0,7.0,1.0,3.0,11.0,0.0
Opel Insignia,Sedans,11950,VAT deductible,45000,103.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1364.0,1503.0,front,Benzine,Euro 6,4.0,6.0,5.3,No,3.0,7.0,1.0,3.0,11.0,0.0
Opel Insignia,Station wagon,11900,Unknown,75000,100.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,1598.0,1664.0,front,Diesel,Euro 6,4.0,6.0,4.1,No,3.0,4.0,1.0,1.0,9.0,0.0
Opel Insignia,Station wagon,11900,VAT deductible,149000,100.0,Used,2.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1701.0,front,Diesel,Euro 6,5.0,6.0,3.9,Yes,3.0,22.0,8.0,7.0,27.0,0.0
Opel Insignia,Station wagon,11900,VAT deductible,118000,100.0,Used,1.0,No,Metallic,4.0,5.0,Manual,1598.0,1623.0,front,Diesel,Euro 6,4.0,6.0,3.9,Yes,3.0,20.0,5.0,3.0,17.0,0.0
Opel Insignia,Station wagon,11850,VAT deductible,122327,100.0,Used,1.0,warranty,Metallic,4.0,5.0,Manual,1598.0,1623.0,front,Diesel,Euro 6,4.0,6.0,4.1,No,3.0,20.0,6.0,5.0,19.0,0.0
Opel Insignia,Station wagon,11900,VAT deductible,105039,100.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1623.0,front,Diesel,Euro 6,4.0,6.0,3.9,No,3.0,14.0,4.0,2.0,12.0,0.0
Opel Insignia,Sedans,11899,VAT deductible,69435,88.0,Used,1.0,warranty,Uni/basic,5.0,5.0,Manual,1598.0,1596.0,front,Diesel,Euro 6,4.0,6.0,3.9,No,3.0,11.0,2.0,1.0,11.0,0.0
Opel Insignia,Station wagon,11890,VAT deductible,84460,88.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1598.0,1733.0,front,Diesel,Euro 6,4.0,6.0,4.1,Yes,3.0,17.0,5.0,1.0,13.0,0.0
Opel Insignia,Station wagon,11880,VAT deductible,108785,100.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1598.0,1623.0,front,Diesel,Euro 6,4.0,6.0,3.9,Yes,3.0,18.0,5.0,2.0,15.0,0.0
Opel Insignia,Station wagon,11800,Unknown,130000,88.0,Used,2.0,No,Uni/basic,5.0,5.0,Manual,1598.0,1664.0,front,Diesel,Euro 6,4.0,6.0,4.1,No,3.0,9.0,1.0,1.0,13.0,0.0
Opel Insignia,Station wagon,11700,VAT deductible,155784,100.0,Used,1.0,No,Metallic,4.0,5.0,Manual,1598.0,1623.0,front,Diesel,Euro 6,4.0,6.0,3.9,Yes,3.0,23.0,7.0,5.0,20.0,1.0
Opel Insignia,Station wagon,11500,Unknown,180180,88.0,Used,1.0,warranty,Uni/basic,5.0,5.0,Manual,1598.0,1623.0,front,Diesel,Euro 6,4.0,6.0,4.1,No,3.0,9.0,3.0,2.0,11.0,0.0
Opel Insignia,Station wagon,11499,Unknown,100000,88.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1598.0,1664.0,front,Diesel,Euro 6,4.0,6.0,4.1,Yes,3.0,21.0,7.0,7.0,18.0,0.0
Opel Insignia,Sedans,11490,VAT deductible,89000,100.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1598.0,1513.0,front,Diesel,Euro 6,4.0,6.0,3.9,No,2.0,14.0,5.0,2.0,15.0,1.0
Opel Insignia,Station wagon,11490,VAT deductible,136000,125.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1956.0,1743.0,front,Diesel,Euro 6,4.0,6.0,5.5,Yes,3.0,17.0,7.0,4.0,13.0,0.0
Opel Insignia,Station wagon,11480,VAT deductible,167255,125.0,Used,1.0,No,Uni/basic,4.0,5.0,Manual,1956.0,1623.0,front,Diesel,Euro 6,4.0,6.0,5.508175182481752,No,3.0,16.0,3.0,2.0,11.0,1.0
Opel Insignia,Sedans,11299,VAT deductible,51592,88.0,Used,1.0,warranty,Uni/basic,4.0,5.0,Manual,1598.0,1596.0,front,Diesel,Euro 6,4.0,6.0,3.9,No,3.0,11.0,2.0,1.0,11.0,0.0
Opel Insignia,Sedans,11100,Unknown,78000,100.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,1598.0,1513.0,front,Diesel,Euro 6,4.0,6.0,3.8,No,3.0,13.0,4.0,1.0,12.0,0.0
Opel Insignia,Station wagon,11000,Unknown,10500,88.0,Used,2.0,No,Uni/basic,5.0,5.0,Manual,1598.0,1623.0,front,Diesel,Euro 6,4.0,6.0,4.1,No,2.0,10.0,5.0,3.0,12.0,0.0
Opel Insignia,Station wagon,10990,VAT deductible,113000,88.0,Used,1.0,warranty,Uni/basic,5.0,5.0,Manual,1600.0,1623.0,front,Diesel,Euro 6,4.0,6.0,5.508175182481752,No,3.0,8.0,2.0,2.0,6.0,0.0
Opel Insignia,Sedans,10990,VAT deductible,80000,100.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1513.0,front,Diesel,Euro 6,4.0,6.0,3.8,No,3.0,14.0,4.0,1.0,12.0,0.0
Opel Insignia,Station wagon,10990,VAT deductible,103100,100.0,Used,1.0,No,Metallic,4.0,5.0,Manual,1598.0,1623.0,front,Diesel,Euro 6,4.0,6.0,5.1,No,3.0,14.0,6.0,3.0,11.0,0.0
Opel Insignia,Station wagon,10980,VAT deductible,166600,100.0,Used,1.0,No,Metallic,4.0,5.0,Manual,1598.0,1623.0,front,Diesel,Euro 6,4.0,6.0,5.508175182481752,Yes,3.0,22.0,5.0,4.0,18.0,1.0
Opel Insignia,Sedans,10950,VAT deductible,76000,100.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1571.0,front,Diesel,Euro 6,4.0,6.0,3.8,No,3.0,10.0,2.0,1.0,11.0,0.0
Opel Insignia,Sedans,10950,VAT deductible,76000,100.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1571.0,front,Diesel,Euro 6,4.0,6.0,3.8,No,3.0,10.0,2.0,1.0,11.0,0.0
